species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-23701	Akkermansia muciniphila	24186	31	48.3870967742	66	0.395559414537	0.0187445655444
OTU-11342	Clostridia HGM11342	429204	282	60.9929078014	1134	0.386214946739	0.0183017547234
OTU-12663	Oscillospirales HGM12663	323046	173	80.3468208092	842	0.38580264111	0.0182822165969
OTU-12536	Ruminococcus lactaris	130053	126	58.7301587302	345	0.383574388903	0.0181766253304
OTU-13413	Ruminococcus champanellensis	382221	296	66.2162162162	976	0.378432896152	0.0179329829234
OTU-04757	Bacteroides plebeius	32991	33	66.6666666667	84	0.37558728138	0.0177981363981
OTU-12939	Ruminococcus sp.	28980	44	43.1818181818	72	0.368322981366	0.0174538994953
OTU-12397	Lachnospira sp.	126978	130	58.4615384615	318	0.365543637481	0.0173221933805
OTU-13068	Oscillospiraceae sp.	278796	186	62.9032258065	685	0.362422703339	0.0171743001629
OTU-13687	TANB77 HGM13687	209460	243	46.0905349794	522	0.362331710112	0.0171699882228
OTU-13194	Ruminococcaceae HGM13194	241824	160	72.5	582	0.356478265185	0.0168926081932
OTU-12881	DTU089 sp.	335730	297	55.5555555556	770	0.335314091681	0.0158896912537
OTU-13420	Subdoligranulum sp.	153624	163	52.1472392638	349	0.334837004635	0.0158670832988
OTU-12887	DTU089 sp.	154938	167	50.2994011976	348	0.329402728833	0.0156095666396
OTU-12039	Blautia sp.	63324	71	43.661971831	137	0.319468132146	0.0151387910951
OTU-12635	Butyricicoccaceae sp.	192471	198	51.0101010101	411	0.314961734495	0.0149252442472
OTU-13086	Oscillospiraceae HGM13086	53703	34	52.9411764706	112	0.307561961157	0.0145745876043
OTU-12034	Blautia sp.	6411	6	50.0	13	0.302604897832	0.0143396848438
OTU-23466	UBA1784 HGM23466	331947	271	57.1955719557	676	0.300575091807	0.0142434974427
OTU-13074	Oscillospiraceae sp.	102972	111	44.1441441441	207	0.29802276347	0.0141225490237
OTU-12127	Lachnospiraceae sp.	199071	187	49.1978609626	401	0.297250729639	0.0140859642827
OTU-11862	Lachnospiraceae HGM11862	257031	165	70.303030303	499	0.285389700075	0.0135238999305
OTU-11569	PeH17 sp.	317958	290	51.3793103448	610	0.283345599104	0.0134270351278
OTU-13346	Ruminiclostridium HGM13346	99366	106	42.4528301887	190	0.28123301733	0.0133269251922
OTU-13180	Ruminiclostridium HGM13180	126627	108	53.7037037037	235	0.275154587884	0.0130388837123
OTU-11840	Lachnospiraceae HGM11840	234798	219	48.8584474886	433	0.271126670585	0.0128480108445
OTU-12265	Dorea formicigenerans	43668	48	50.0	78	0.26261793533	0.0124448032863
OTU-11532	UBA1381 sp.	261453	250	44.0	458	0.2575262093	0.0122035191989
OTU-12559	Lachnospiraceae sp.	279789	243	47.3251028807	487	0.257111609105	0.0121838723388
OTU-13618	TANB77 HGM13618	381048	245	63.6734693878	669	0.256786546577	0.0121684684433
OTU-11953	Agathobacter sp.	118710	119	40.3361344538	205	0.252725128464	0.0119760080563
OTU-12132	Lachnospiraceae sp.	284919	258	42.2480620155	478	0.247386099207	0.0117230048912
OTU-12288	Eubacterium sp.	357258	296	52.027027027	598	0.246810428318	0.011695725296
OTU-11539	Christensenellales HGM11539	207327	158	54.4303797468	331	0.23515991646	0.0111436368483
OTU-13699	TANB77 sp.	379080	276	50.7246376812	608	0.233787063417	0.0110785807962
OTU-12585	UBA7182 HGM12585	246018	155	59.3548387097	381	0.228788137453	0.0108416942706
OTU-23480	UBA1784 HGM23480	448584	297	51.1784511785	690	0.22753152141	0.0107821463976
OTU-11565	Christensenellales sp.	289062	267	41.5730337079	430	0.220357570348	0.0104421909043
OTU-12296	Eubacterium sp.	221727	191	46.5968586387	329	0.217217569353	0.0102933941565
OTU-12345	Lachnospiraceae sp.	279498	208	50.0	410	0.21548991406	0.0102115249184
OTU-13621	TANB77 HGM13621	449913	287	49.8257839721	652	0.212096560891	0.0100507224484
OTU-23479	UBA1784 HGM23479	247635	167	53.2934131737	325	0.194132493387	0.0091994504817
OTU-11558	Christensenellales HGM11558	327006	290	40.3448275862	432	0.193464340104	0.00916778837847
OTU-11350	Clostridia HGM11350	439536	260	50.7692307692	576	0.192889774671	0.00914056116807
OTU-13383	Ruminococcus sp.	444147	300	50.6666666667	579	0.192857319761	0.00913902321152
OTU-05088	Barnesiella intestinihominis	353226	286	40.9090909091	422	0.174661548131	0.00827677136912
OTU-11780	Lachnospirales HGM11780	618204	298	52.3489932886	676	0.160945254317	0.00762679071145
OTU-11590	Christensenellales HGM11590	486372	299	44.8160535117	528	0.160075004318	0.00758555175326
OTU-04058	Coriobacteriia HGM04058	235449	152	46.7105263158	250	0.156339589465	0.0074085398406
OTU-11360	Clostridia sp.	547965	299	46.8227424749	557	0.149460275748	0.00708254646983
OTU-23467	UBA1784 sp.	398001	208	46.6346153846	326	0.12096452019	0.00573220430084
OTU-12117	Lachnospiraceae sp.	690468	291	41.9243986254	420	0.0891540230684	0.00422478486806
