species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-13309	Faecalibacterium sp.	52164	54	75.9259259259	249	0.702630166398	0.0285580502578
OTU-12034	Blautia sp.	6411	6	50.0	30	0.683980658244	0.0278000503645
OTU-12642	Butyricicoccus HGM12642	38604	50	54.0	178	0.683659724381	0.0277870061688
OTU-11980	Bacteroides pectinophilus	412965	299	83.9464882943	1836	0.657002409405	0.0267035329887
OTU-01784	Bifidobacterium sp.	63264	68	52.9411764706	281	0.655997091553	0.0266626723495
OTU-19500	Sutterella HGM19500	31284	37	54.0540540541	137	0.654967395474	0.0266208208694
OTU-12111	Lachnospiraceae sp.	121890	117	75.2136752137	523	0.627574042169	0.0255074317811
OTU-13213	Ruminococcaceae HGM13213	228822	195	74.8717948718	930	0.599902981357	0.0243827554106
OTU-12471	Roseburia HGM12471	503556	244	93.4426229508	2030	0.592289636108	0.0240733148163
OTU-23550	Opitutales HGM23550	34215	34	61.7647058824	139	0.592108724244	0.0240659617444
OTU-12044	Blautia sp.	21759	12	66.6666666667	85	0.579024771359	0.0235341710501
OTU-13061	Oscillospiraceae HGM13061	16224	18	61.1111111111	63	0.568663708087	0.0231130508366
OTU-12397	Lachnospira sp.	126978	130	70.0	473	0.544369890847	0.0221256408351
OTU-13127	ER4 sp.	102381	109	65.1376146789	368	0.531836961936	0.0216162462335
OTU-13169	Oscillibacter sp.	5862	7	71.4285714286	21	0.52592971682	0.0213761492223
OTU-12127	Lachnospiraceae sp.	199071	187	67.9144385027	697	0.516202761829	0.0209808020215
OTU-11342	Clostridia HGM11342	429204	282	66.6666666667	1503	0.514200706424	0.0208994294849
OTU-12490	Ruminococcus sp.	36915	38	55.2631578947	128	0.512122443451	0.0208149595301
OTU-13413	Ruminococcus champanellensis	382221	296	70.6081081081	1317	0.509576920159	0.0207114980142
OTU-12887	DTU089 sp.	154938	167	58.0838323353	516	0.488634163343	0.0198602901807
OTU-13282	Faecalibacterium HGM13282	13608	20	60.0	44	0.48177542622	0.0195815202548
OTU-23701	Akkermansia muciniphila	24186	31	58.064516129	78	0.470478789382	0.0191223741236
OTU-13078	Oscillospiraceae sp.	15303	16	56.25	48	0.460432594916	0.0187140515946
OTU-13674	TANB77 HGM13674	71934	98	48.9795918367	226	0.4569744488	0.0185734969824
OTU-12536	Ruminococcus lactaris	130053	126	62.6984126984	399	0.451169907653	0.0183375743225
OTU-12663	Oscillospirales HGM12663	323046	173	80.9248554913	977	0.447478068139	0.0181875213594
OTU-12881	DTU089 sp.	335730	297	63.6363636364	1021	0.44594465791	0.0181251966707
OTU-04757	Bacteroides plebeius	32991	33	69.696969697	98	0.435573338183	0.0177036595889
OTU-13068	Oscillospiraceae sp.	278796	186	72.0430107527	821	0.434647555919	0.0176660316337
OTU-13346	Ruminiclostridium HGM13346	99366	106	50.0	295	0.432914679065	0.0175955997242
OTU-12039	Blautia sp.	63324	71	49.2957746479	178	0.416492956857	0.0169281470719
OTU-13687	TANB77 HGM13687	209460	243	46.5020576132	598	0.413854673923	0.016820915387
OTU-13420	Subdoligranulum sp.	153624	163	48.4662576687	426	0.409460761339	0.0166423270166
OTU-12635	Butyricicoccaceae sp.	192471	198	61.1111111111	517	0.39747806163	0.0161552962045
OTU-11862	Lachnospiraceae HGM11862	257031	165	72.1212121212	685	0.395232481685	0.0160640257354
OTU-13194	Ruminococcaceae HGM13194	241824	160	71.875	640	0.391015780071	0.0158926400159
OTU-11532	UBA1381 sp.	261453	250	57.2	681	0.383862491538	0.0156018981957
OTU-11840	Lachnospiraceae HGM11840	234798	219	57.0776255708	606	0.381140384501	0.0154912595222
OTU-12559	Lachnospiraceae sp.	279789	243	59.2592592593	709	0.372852399487	0.0151543985335
OTU-13099	Oscillospiraceae HGM13099	46467	60	43.3333333333	112	0.354918544343	0.0144254859975
OTU-12132	Lachnospiraceae sp.	284919	258	56.976744186	679	0.351559566052	0.0142889620117
OTU-11953	Agathobacter sp.	118710	119	52.1008403361	276	0.339044730857	0.01378030282
OTU-23466	UBA1784 HGM23466	331947	271	60.147601476	740	0.330953435338	0.013451436177
OTU-12288	Eubacterium sp.	357258	296	59.4594594595	797	0.329602136271	0.0133965133051
OTU-12585	UBA7182 HGM12585	246018	155	72.9032258065	531	0.319464429432	0.0129844713017
OTU-11569	PeH17 sp.	317958	290	54.4827586207	684	0.316139238516	0.0128493205868
OTU-23479	UBA1784 HGM23479	247635	167	69.4610778443	521	0.310751711188	0.0126303472441
OTU-12186	Lachnospiraceae sp.	59481	65	41.5384615385	125	0.310065399035	0.0126024524313
OTU-04682	Bacteroides caccae	4266	5	60.0	9	0.299812470699	0.012185727308
OTU-11539	Christensenellales HGM11539	207327	158	60.1265822785	420	0.298383712686	0.0121276561561
OTU-04147	Collinsella HGM04147	19197	17	58.8235294118	38	0.294889826535	0.0119856489081
OTU-13180	Ruminiclostridium HGM13180	126627	108	50.9259259259	244	0.284647034203	0.0115693357576
OTU-11556	Christensenellales HGM11556	257568	261	45.9770114943	485	0.27791107591	0.0112955561156
OTU-13618	TANB77 HGM13618	381048	245	62.4489795918	716	0.275007348156	0.0111775355592
OTU-12345	Lachnospiraceae sp.	279498	208	59.1346153846	517	0.271497470465	0.0110348783431
OTU-13074	Oscillospiraceae sp.	102972	111	43.2432432432	188	0.269189682632	0.0109410794656
OTU-12009	Ruminococcus obeum	50979	50	46.0	92	0.263226034249	0.010698689972
OTU-12296	Eubacterium sp.	221727	191	48.167539267	396	0.261758829552	0.0106390561738
OTU-23480	UBA1784 HGM23480	448584	297	55.8922558923	788	0.260196529524	0.0105755572738
OTU-11565	Christensenellales sp.	289062	267	44.1947565543	510	0.259951152348	0.0105655840417
OTU-13390	Ruminococcus callidus	83739	82	40.243902439	145	0.25721587313	0.0104544099915
OTU-13383	Ruminococcus sp.	444147	300	60.3333333333	757	0.250063605068	0.0101637096479
OTU-11350	Clostridia HGM11350	439536	260	60.7692307692	750	0.249972698482	0.0101600147954
OTU-13621	TANB77 HGM13621	449913	287	52.9616724739	766	0.249763843232	0.0101515259787
OTU-05333	Odoribacter splanchnicus	155340	145	45.5172413793	265	0.249581563023	0.0101441172911
OTU-12556	Lachnospiraceae sp.	225399	199	42.7135678392	348	0.227889209801	0.00926244248816
OTU-13699	TANB77 sp.	379080	276	47.1014492754	591	0.227746122191	0.00925662676408
OTU-12316	Eubacterium HGM12316	214083	181	45.3038674033	329	0.226528963066	0.0092071559427
OTU-05088	Barnesiella intestinihominis	353226	286	47.2027972028	538	0.222302435268	0.00903537084289
OTU-13086	Oscillospiraceae HGM13086	53703	34	50.0	77	0.212967618196	0.00865596189088
OTU-11780	Lachnospirales HGM11780	618204	298	58.7248322148	862	0.205894817892	0.00836849147441
OTU-12271	Dorea longicatena	40362	38	42.1052631579	53	0.193003319954	0.00784452301476
OTU-13468	Anaerovoracaceae HGM13468	200994	155	43.8709677419	255	0.185199558196	0.00752734303707
OTU-12348	Lachnospiraceae HGM12348	107232	92	42.3913043478	135	0.184245374515	0.00748856072055
OTU-11590	Christensenellales HGM11590	486372	299	51.5050167224	605	0.183703009219	0.00746651655547
OTU-05314	Butyricimonas HGM05314	135210	96	43.75	161	0.17573404334	0.00714262193926
OTU-12675	Oscillospirales HGM12675	238749	152	45.3947368421	262	0.162073977273	0.00658741541396
OTU-11360	Clostridia sp.	547965	299	47.8260869565	596	0.159895248784	0.00649886208866
OTU-23467	UBA1784 sp.	398001	208	54.8076923077	407	0.150637812468	0.0061225982386
OTU-12586	UBA7182 HGM12586	283134	164	43.2926829268	257	0.133897730403	0.00544220600983
OTU-12117	Lachnospiraceae sp.	690468	291	50.8591065292	524	0.111314354901	0.00452431605375
