species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-13276	Faecalibacterium HGM13276	222	1	100.0	2	1.1981981982	0.0702735260674
OTU-05233	Homeothermaceae sp.	305580	279	89.247311828	2392	1.15317101905	0.0676327120078
OTU-01737	Gardnerella vaginalis	550764	300	99.0	4114	1.10115221765	0.0645818439615
OTU-12838	DTU089 sp.	9495	12	66.6666666667	68	1.05560821485	0.0619107185395
OTU-13311	Faecalibacterium sp.	37905	43	79.0697674419	267	1.03482390186	0.0606917324294
OTU-12039	Blautia sp.	63324	71	70.4225352113	400	0.934163982061	0.0547880951943
OTU-13128	ER4 sp.	16134	21	76.1904761905	98	0.903247799678	0.0529748816944
OTU-11980	Bacteroides pectinophilus	412965	299	85.618729097	2492	0.887951763467	0.052077779361
OTU-11569	PeH17 sp.	317958	290	78.9655172414	1659	0.768268136043	0.0450584143476
OTU-12270	Dorea longicatena	38346	52	71.1538461538	198	0.752777343139	0.0441498896639
OTU-13278	Faecalibacterium HGM13278	41202	37	86.4864864865	185	0.663948352022	0.0389401285141
OTU-04376	Senegalimassilia sp.	8253	9	77.7777777778	35	0.624257845632	0.0366123067567
OTU-11397	Clostridia HGM11397	435468	261	81.9923371648	1676	0.565513424637	0.0331669856018
OTU-13127	ER4 sp.	102381	109	64.2201834862	392	0.555923462361	0.0326045407032
OTU-12485	Roseburia inulinivorans	576	2	50.0	2	0.520833333333	0.0305465280133
OTU-13080	Oscillospiraceae HGM13080	62628	56	48.2142857143	219	0.516174873858	0.0302733124686
OTU-12850	DTU089 sp.	174831	180	63.3333333333	611	0.513307136606	0.0301051215893
OTU-13078	Oscillospiraceae sp.	15303	16	62.5	53	0.507482193034	0.0297634925295
OTU-12034	Blautia sp.	6411	6	66.6666666667	21	0.489939167057	0.0287346057433
OTU-12641	Butyricicoccus HGM12641	100359	99	63.6363636364	333	0.487519803904	0.0285927117062
OTU-12170	Lachnospiraceae sp.	173394	146	68.4931506849	573	0.483050163212	0.0283305702574
OTU-20410	Enterobacter cloacae	28317	33	48.4848484848	92	0.469753151817	0.0275507093977
OTU-05060	Prevotella sp.	2640	5	40.0	8	0.454545454545	0.0266587880843
OTU-20919	Succinivibrio sp.	89358	103	44.6601941748	279	0.453109962175	0.0265745974131
OTU-04372	Senegalimassilia HGM04372	130707	131	61.8320610687	401	0.451789116115	0.0264971306717
OTU-12243	Coprococcus comes	16233	16	75.0	46	0.406394381815	0.0238347597476
OTU-12088	Lachnospiraceae HGM12088	99510	97	56.7010309278	269	0.397276655613	0.0233000111802
OTU-20639	Raoultella ornithinolytica	163878	222	44.5945945946	430	0.384115012387	0.0225280895735
OTU-13242	Angelakisella HGM13242	40680	51	45.0980392157	105	0.381784660767	0.0223914160035
OTU-13390	Ruminococcus callidus	83739	82	53.6585365854	202	0.357372311587	0.020959647988
OTU-13151	NK3B98 HGM13151	56415	50	66.0	137	0.354037046885	0.0207640369352
OTU-11437	Clostridia HGM11437	32475	32	56.25	77	0.345434949962	0.0202595296815
OTU-12239	Coprococcus catus	118251	98	65.306122449	276	0.34338821659	0.0201394901328
OTU-13368	Ruminococcus HGM13368	326283	239	70.7112970711	762	0.343272557872	0.020132706826
OTU-12265	Dorea formicigenerans	43668	48	54.1666666667	98	0.332898232115	0.0195242595319
OTU-13420	Subdoligranulum sp.	153624	163	49.0797546012	338	0.325502525647	0.0190905062747
OTU-12635	Butyricicoccaceae sp.	192471	198	47.9797979798	419	0.321851084059	0.0188763516582
OTU-12290	Eubacterium sp.	195324	202	50.0	415	0.312608793594	0.0183342974798
OTU-10090	Lactobacillus acidophilus	191559	185	49.7297297297	401	0.306913274761	0.0180002590947
OTU-12876	DTU089 sp.	132603	155	40.0	278	0.305249504159	0.0179026800573
OTU-08668	Bilophila wadsworthia	53298	52	53.8461538462	109	0.302431610942	0.0177374124975
OTU-13180	Ruminiclostridium HGM13180	126627	108	53.7037037037	255	0.295576772726	0.0173353808029
OTU-12480	Roseburia hominis	101496	99	42.4242424242	198	0.28771577205	0.0168743383503
OTU-13105	Oscillospiraceae sp.	17988	18	55.5555555556	35	0.287080275739	0.0168370669151
OTU-05704	Parabacteroides distasonis	353586	283	54.7703180212	686	0.285919125757	0.0167689662422
OTU-12374	KLE1615 sp.	194778	138	57.2463768116	373	0.282624321022	0.0165757281395
OTU-13500	Mogibacterium sp.	47451	44	50.0	91	0.279066826832	0.0163670834753
OTU-04685	Bacteroides cellulosilyticus	1146	2	50.0	2	0.261780104712	0.0153532287397
OTU-11593	Christensenellales HGM11593	76590	84	40.4761904762	133	0.25720067894	0.015084648469
OTU-04378	Slackia HGM04378	200769	158	58.2278481013	349	0.257086502398	0.0150779520909
OTU-05702	Parabacteroides sp.	170775	132	42.4242424242	295	0.25111403894	0.014727671088
OTU-13071	Oscillospiraceae HGM13071	96066	97	44.3298969072	163	0.250588137322	0.0146968273085
OTU-13434	Gemmiger formicilis	17439	18	44.4444444444	28	0.24032341304	0.0140948080678
OTU-12316	Eubacterium HGM12316	214083	181	46.408839779	326	0.221848535381	0.0130112688014
OTU-13169	Oscillibacter sp.	5862	7	42.8571428571	9	0.220743773456	0.0129464752505
OTU-12692	Oscillospirales sp.	469998	297	55.2188552189	678	0.212920054979	0.0124876193741
OTU-12226	COE1 sp.	339480	300	40.0	476	0.206509956404	0.0121116713632
OTU-12172	Lachnospiraceae sp.	17373	19	42.1052631579	21	0.173890519772	0.0101985631363
OTU-12585	UBA7182 HGM12585	246018	155	49.6774193548	277	0.166109796844	0.00974222892016
OTU-11862	Lachnospiraceae HGM11862	257031	165	41.2121212121	264	0.152191758971	0.00892594527128
OTU-12586	UBA7182 HGM12586	283134	164	45.7317073171	291	0.151161640778	0.00886552952555
OTU-04058	Coriobacteriia HGM04058	235449	152	43.4210526316	236	0.147479921342	0.00864959913344
OTU-13194	Ruminococcaceae HGM13194	241824	160	40.0	225	0.136586939262	0.0080107329915
OTU-11503	Clostridia HGM11503	333543	167	47.9041916168	298	0.129941266943	0.00762096873746
OTU-12140	Lachnospiraceae HGM12140	528576	275	43.6363636364	386	0.107256099407	0.00629049877464
