species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-20403	Enterobacter cloacae	36405	38	47.3684210526	115	0.464441697569	0.0258428616758
OTU-11397	Clostridia HGM11397	435468	261	78.5440613027	1271	0.431035116243	0.0239840241408
OTU-12641	Butyricicoccus HGM12641	100359	99	57.5757575758	278	0.407028766727	0.0226482423341
OTU-04372	Senegalimassilia HGM04372	130707	131	54.1984732824	361	0.406818303534	0.0226365315613
OTU-20639	Raoultella ornithinolytica	163878	222	45.4954954955	450	0.40639988284	0.0226132494397
OTU-12850	DTU089 sp.	174831	180	54.4444444444	466	0.394489535609	0.0219505237249
OTU-12265	Dorea formicigenerans	43668	48	52.0833333333	112	0.379751763305	0.0211304720089
OTU-12034	Blautia sp.	6411	6	50.0	16	0.372328809858	0.0207174376923
OTU-12243	Coprococcus comes	16233	16	56.25	37	0.336659890347	0.0187327172034
OTU-10090	Lactobacillus acidophilus	191559	185	50.2702702703	428	0.325017357577	0.0180848934496
OTU-12876	DTU089 sp.	132603	155	43.2258064516	295	0.323876533713	0.0180214147537
OTU-13390	Ruminococcus callidus	83739	82	51.2195121951	182	0.321881082888	0.0179103821743
OTU-11593	Christensenellales HGM11593	76590	84	46.4285714286	163	0.317051834443	0.0176416690071
OTU-13434	Gemmiger formicilis	17439	18	44.4444444444	37	0.313550088881	0.0174468218892
OTU-12239	Coprococcus catus	118251	98	55.1020408163	246	0.307667588435	0.0171195027744
OTU-12088	Lachnospiraceae HGM12088	99510	97	48.4536082474	207	0.307396241584	0.0171044042611
OTU-13242	Angelakisella HGM13242	40680	51	45.0980392157	84	0.305899705015	0.0170211326949
OTU-12290	Eubacterium sp.	195324	202	45.5445544554	402	0.301831828142	0.0167947844151
OTU-13420	Subdoligranulum sp.	153624	163	46.6257668712	315	0.301554444618	0.0167793500041
OTU-13180	Ruminiclostridium HGM13180	126627	108	54.6296296296	255	0.297258878438	0.0165403324413
OTU-13500	Mogibacterium sp.	47451	44	56.8181818182	95	0.296600703884	0.0165037097305
OTU-04378	Slackia HGM04378	200769	158	59.4936708861	398	0.291573898361	0.0162240039236
OTU-12282	Eubacterium sp.	40116	45	44.4444444444	77	0.281732974374	0.0156764268247
OTU-05702	Parabacteroides sp.	170775	132	51.5151515152	324	0.27676182111	0.0153998176682
OTU-13412	Ruminococcus bicirculans	95007	99	45.4545454545	176	0.27381140337	0.0152356480041
OTU-11437	Clostridia HGM11437	32475	32	53.125	59	0.266420323326	0.0148243872145
OTU-13078	Oscillospiraceae sp.	15303	16	50.0	27	0.264196562765	0.0147006508298
OTU-05704	Parabacteroides distasonis	353586	283	51.9434628975	590	0.246443580911	0.0137128242484
OTU-13368	Ruminococcus HGM13368	326283	239	61.9246861925	540	0.243555441135	0.0135521199079
OTU-12374	KLE1615 sp.	194778	138	55.0724637681	321	0.242255285505	0.0134797755376
OTU-13169	Oscillibacter sp.	5862	7	42.8571428571	9	0.229955646537	0.0127953885195
OTU-12152	Lachnospiraceae sp.	15096	16	43.75	23	0.223039215686	0.0124105385658
OTU-04376	Senegalimassilia sp.	8253	9	44.4444444444	12	0.216042651157	0.0120212297456
OTU-08668	Bilophila wadsworthia	53298	52	40.3846153846	75	0.209351195167	0.0116488980354
OTU-12316	Eubacterium HGM12316	214083	181	41.4364640884	279	0.191425755431	0.0106514754052
OTU-12214	Clostridium sp.	94053	80	45.0	102	0.160675363891	0.0089404358512
OTU-13097	Oscillospiraceae HGM13097	107049	65	40.0	115	0.160216349522	0.00891489498161
OTU-04058	Coriobacteriia HGM04058	235449	152	43.4210526316	246	0.154980484096	0.00862355648496
OTU-12585	UBA7182 HGM12585	246018	155	42.5806451613	259	0.154752904259	0.00861089329325
OTU-12586	UBA7182 HGM12586	283134	164	46.9512195122	285	0.14860454767	0.00826878118381
OTU-12692	Oscillospirales sp.	469998	297	43.0976430976	455	0.142728266929	0.00794180815112
OTU-11503	Clostridia HGM11503	333543	167	40.7185628743	249	0.110222669941	0.00613310395627
OTU-12140	Lachnospiraceae HGM12140	528576	275	44.0	393	0.109132839932	0.00607246270398
